Pull,Path,Diff_hunk,Comment
945,dubbo-container/dubbo-container-api/src/main/resources/META-INF/assembly/bin/start.sh,"@@ -12,11 +12,11 @@ SERVER_PORT=`sed '/dubbo.protocol.port/!d;s/.*=//' conf/dubbo.properties | tr -d
 LOGS_FILE=`sed '/dubbo.log4j.file/!d;s/.*=//' conf/dubbo.properties | tr -d '\r'`
 
 if [ -z ""$SERVER_HOST"" ]; then
-    SERVER_HOST=`127.0.0.1`
+    SERVER_HOST='127.0.0.1'
 fi
 
 if [ -z ""$SERVER_NAME"" ]; then
-    SERVER_NAME=`hostname`
+    SERVER_NAME='hostname'","[{'comment': 'hostname是获取机器别名，需要加反引号""`""\r\n加单引号""‘""后就变成字符串""hostname""了\r\n\r\n如机器名为:""abc.local""\r\n\\`hostname\\`的结果是:  abc.local\r\n\'hostname\'的结果是: hostname', 'commenter': 'lujian0571'}, {'comment': '嗯，谢谢提醒', 'commenter': 'tuser4198'}]"
1071,dubbo-test/dubbo-test-benchmark/src/main/java/com/alibaba/dubbo/rpc/benchmark/AbstractBenchmarkClient.java,"@@ -23,12 +17,6 @@
 import java.util.concurrent.CountDownLatch;
 import java.util.concurrent.CyclicBarrier;
 
-/**
- * Abstract benchmark client,test for difference scenes Usage: -Dwrite.statistics=false BenchmarkClient serverIP
- * serverPort concurrents timeout codectype requestSize runtime(seconds) clientNums
- *
- * @author <a href=""mailto:bluedavy@gmail.com"">bluedavy</a>
- */","[{'comment': 'remove author info only, and keep the others.', 'commenter': 'beiwei30'}]"
1071,dubbo-test/dubbo-test-benchmark/src/main/java/com/alibaba/dubbo/rpc/benchmark/AbstractBenchmarkServer.java,"@@ -12,11 +9,7 @@
 import java.text.SimpleDateFormat;
 import java.util.Date;
 
-/**
- * Abstract benchmark server Usage: BenchmarkServer listenPort maxThreads responseSize
- *
- * @author <a href=""mailto:bluedavy@gmail.com"">bluedavy</a>
- */","[{'comment': 'pls. remove author info only but keep the others.', 'commenter': 'beiwei30'}]"
1071,dubbo-test/dubbo-test-benchmark/src/main/java/com/alibaba/dubbo/rpc/benchmark/AbstractClientRunnable.java,"@@ -12,11 +9,7 @@
 import java.util.concurrent.CountDownLatch;
 import java.util.concurrent.CyclicBarrier;
 
-/**
- * Simple Processor RPC Benchmark Client Thread
- *
- * @author <a href=""mailto:bluedavy@gmail.com"">bluedavy</a>
- */","[{'comment': 'pls. remove author info only but keep the others.', 'commenter': 'beiwei30'}, {'comment': 'only remove author info', 'commenter': 'beiwei30'}]"
1071,dubbo-test/dubbo-test-benchmark/src/main/java/com/alibaba/dubbo/rpc/benchmark/ClientRunnable.java,"@@ -8,11 +8,6 @@
 
 import java.util.List;
 
-/**
- * client runnable,so we can collect results
- *
- * @author <a href=""mailto:bluedavy@gmail.com"">bluedavy</a>
- */","[{'comment': 'pls. remove author info only but keep the others.', 'commenter': 'beiwei30'}]"
1071,dubbo-test/dubbo-test-benchmark/src/main/java/com/alibaba/dubbo/rpc/benchmark/ExchangeClientFactory.java,"@@ -14,11 +11,6 @@
 import java.util.concurrent.ConcurrentHashMap;
 import java.util.concurrent.FutureTask;
 
-/**
- * Abstract ExchangeClient Factory,create custom nums ExchangeClient
- *
- * @author <a href=""mailto:bluedavy@gmail.com"">bluedavy</a>
- */","[{'comment': 'pls. remove author info only but keep the others.', 'commenter': 'beiwei30'}]"
1071,dubbo-test/dubbo-test-benchmark/src/main/java/com/alibaba/dubbo/rpc/benchmark/RequestObject.java,"@@ -1,19 +1,8 @@
 package com.alibaba.dubbo.rpc.benchmark;
 
-/**
- * nfs-rpc
- * Apache License
- * <p>
- * http://code.google.com/p/nfs-rpc (c) 2011
- */
 
 import java.io.Serializable;
 
-/**
- * Just for RPC Benchmark Test,request object
- *
- * @author <a href=""mailto:bluedavy@gmail.com"">bluedavy</a>
- */
 public class RequestObject implements Serializable {","[{'comment': 'pls. remove author info only but keep the others.', 'commenter': 'beiwei30'}]"
1071,dubbo-test/dubbo-test-benchmark/src/main/java/com/alibaba/dubbo/rpc/benchmark/ServiceFactory.java,"@@ -5,11 +5,6 @@
 
 import java.util.concurrent.ConcurrentHashMap;
 
-/**
- * Abstract Service Factory,create custom nums Service
- *
- * @author tony.chenl
- */","[{'comment': 'pls. remove author info only but keep the others.', 'commenter': 'beiwei30'}]"
1071,dubbo-test/dubbo-test-benchmark/src/main/java/com/alibaba/dubbo/rpc/benchmark/AbstractBenchmarkClient.java,"@@ -1,11 +1,5 @@
 package com.alibaba.dubbo.rpc.benchmark;","[{'comment': 'pls. add apache license at the beginning', 'commenter': 'beiwei30'}]"
1071,dubbo-test/dubbo-test-benchmark/src/main/java/com/alibaba/dubbo/rpc/benchmark/AbstractBenchmarkClient.java,"@@ -1,11 +1,5 @@
 package com.alibaba.dubbo.rpc.benchmark;
 
-/**
- * nfs-rpc
- * Apache License
- * <p>
- * http://code.google.com/p/nfs-rpc (c) 2011
- */
 ","[{'comment': 'pls. add apache license at the beginning', 'commenter': 'beiwei30'}, {'comment': '@beiwei30  use our new apache license comments or original comments?', 'commenter': 'DeadLion'}]"
